text,sentiment
Pakistan Now Reporting More COVID-19 Cases Than Italy and Spain - https://t.co/vOVN8ht9ET #Pakistan https://t.co/bmNfIidXn9,1
@TheMajorityUSA @realDonaldTrump We have a federated system. Cuomo and NYC have alot to answer for as far as deaths… https://t.co/c6PYjMWE5d,1
@Mrmtallen @Beckster_2 @old_doc1944 @beccaboo8u @McauleyHolmes @DineshDSouza Becky is an absolute moron who doesnt… https://t.co/HBMAhNGA39,1
@MarcoFlorianMED @machiavelli_gr Not a single valid counter argument on the specific Topic. Italy never supported t… https://t.co/4I91eGaxCZ,1
Looking at this graph of Covid deaths in the USA it's clear that many more people under 65 die in the USA in propor… https://t.co/prIkyIkCzt,1
"@clayartist2 @ASlavitt In Italy, physicians reported seeing an unusual number of pneumonia cases before they realiz… https://t.co/w4ocz9edVj",1
"@RachP_70 @fmwales How many of those 40,000 are actually due to covid?
When Italy reviewed their figures they found… https://t.co/sAuaiuhK9G",1
@advisingtrump2 @charliekirk11 In Italy the number of deads is a fake. The mainstream media tells 30000 deads for c… https://t.co/Ge5ycigMwr,1
"Despite COVID-19, three Assemblies of God military chaplains are impacting the lives of military personnel and civi… https://t.co/ZbBnjTZQLV",1
@charliekirk11 @GREGORYALANE1 From Italy. Mister TRUMP is MY PRESIDENT. WHO and CHINA have lied about Covid. THEY H… https://t.co/Rwln4MUPvU,1
@CatSense27 @rtenews Saying that from the start and Covid?? Didn't have the potential to be as serious as the bad f… https://t.co/TI3ULeRCp3,1
@TravelLeisure Should be a special flight@for those that are Covid free to go to Italy!!!’,1
"Most coronavirus COVID-19 deaths:

🇺🇸 USA - 103,998
🇬🇧 UK - 38,161
🇮🇹 Italy - 33,229
🇫🇷 France - 28,714
🇪🇸 Spain -… https://t.co/h1G2LOztVi",1
Lombardy remains a Covid-19 hot spot with Italy set to open regional borders https://t.co/FpOFIqq4XV @fatemporor @gerdosi,1
"Today @TheEllenShow video chats with Gregg Garfield from Studio City, CA who was the first patient admitted to Prov… https://t.co/T6vOUQbKtA",1
Geopolitics will shift majorily post COVID-19 as UK proposes to form an alternate group 'D10' to counter G7 &amp; China… https://t.co/RDCQWxWZ2v,1
"@jaytheredneck1 @ElevatedMonkey China owns the EU, look how much money they have given to Italy during covid. Buying up all the euro bonds.",1
Monkeys steal hubcaps and #coronavirus blood samples from lab worker https://t.co/4qwgXBFgjq via @nypost… https://t.co/KvkTTJTmNy,1
"USA - We will die. 

ITALY - We can't survive. 

ENGLAND - The end is near.

INDIA - Dear students, please submit y… https://t.co/n4x3dptA4o",1
"Nice example of Simpson's paradox, comparing COVID-19 case fatality rates in Italy and China:… https://t.co/8uKY0s6eb8",1
"@HaufmanPaula @Lulubella_R @jdpoc Elderly WERE treated, Italy’s Lombardy case is force majeure they’ve run short of… https://t.co/NNtR6YCTby",1
"@beccalizstone Hi Rebecca how r u?
It's Gianni from Bologna Italy..still u remember me?
We met in Tenerife in 2007… https://t.co/oRlFrGvV7q",1
@mrsacvitacion Hi. As of now our first flights to Italy are expected in July. This is subject to change depending o… https://t.co/NQJL7eg9ez,1
"⁦@tminus5⁩ “Italy and Spain have hospital trains on standby for any future Covid-19 outbreaks, after medical worker… https://t.co/qbTkkBwFh3",1
@Obnsw @Glamadera @guyverhofstadt Nonsense.The covid crisis was not made by Italy Greece Spain or anyone. It affect… https://t.co/ZTDRRWIFIe,1
"India's GDP growth has come down to 3.1%, not unexpected in the covid scenario
Considering the other major economie… https://t.co/VstZreTPu8",1
"France, Germany, Italy and Spain reiterate their commitment  to European defense, despite the COVID-19 pandemic. https://t.co/N4gCoYux19",1
"@mattdpearce Monkeys stole Covid samples, murder hornets murdered bees, floods in Michigan and Florida, immigrants… https://t.co/9DVBsxh479",1
"“It’s been a series of emotional bombings”

TONIGHT: Newsnight has been granted exclusive access to a hospital in L… https://t.co/tEVoNe9i2e",1
@notnowthankyou2 @JasonAU1981 @PaperPlateMask3 @_ReaalAmerican_ @amyklobuchar That is not the case for COVID-19 oth… https://t.co/1MQWTCYbUm,1
@johnredwood I am personally very worried by the current trends of new COVID cases &amp; deaths in UK in comparision th… https://t.co/SWNfksw23W,1
@RainLotus2 @Dewestmusic243 Over 500 Autopsy in Italy has Confirm that Covid 19 is a Bacterial infection...can be c… https://t.co/qk7YU6QtOA,1
"""Italy and Spain have hospital trains on standby for any future Covid-19 breakouts after medical workers on France’… https://t.co/mezTEppJNm",1
COVID-19 Testing: USA 16.586 mil; Rusia over 10 mil; 3rd highest is UK 4.04 mil; Germany 3.953 mil - population 83.… https://t.co/rTDsTGAUrL,1
"Countries response to Covid
Saving Economy vs lives
Italy: Economy
U.k: Economy
Brazil: Economy
Pakistan: Economy
B… https://t.co/sUZ3sgYasi",1
@rrredacted @TiffanyBond A PINHEAD with 55 followers! https://t.co/Juwz12XeQV,1
"Most confirmed cases of coronavirus COVID-19:

🇺🇸 USA - 1,779,189
🇧🇷 Brazil - 443,542
🇷🇺 Russia - 387,623
🇪🇸 Spain… https://t.co/GjY8xtWnGO",1
"Q4 19-20 GDP growth of India has come down to 3.1%, not unexpected in the COVID-19 scenario. Considering the other… https://t.co/i5Exrb20Dn",1
@EPBryn Cruise ships like Carnival and other companies like them still don't have unified consistent approach to  p… https://t.co/8p2Js1kSt1,1
"Just a picture at tigers @detspartans in 2015 (?)

#beforequarantine #whentravelwasathing #thosewerethedays… https://t.co/ZFIDKg9A40",1
@realDonaldTrump America was punished most by God for Starting Homal Sexuality Spreading to other Countries where C… https://t.co/lkHP9LiSy8,1
“#Full_Lockdown Policies in W Europe Countries Have #No_Evident_Impacts on the COVID-19 Epidemic.” This one looks a… https://t.co/xFSqmj9JNv,1
"@ysbryd1 @ShippersUnbound @hawkins_carole By figures published 
Why have 11k been registered as covid with out test… https://t.co/dpYjYDuyoR",1
"American Journal of Epidemiology | Christine Dolan 
May 29, 2020

Percentage of doctors prescribing hydroxychloroqu… https://t.co/H4BgVpyrUX",1
"@tedlieu @a_damnchick @realDonaldTrump @FoxNews Dear Ted Lieu - why don't you site the reports out of South Korea,… https://t.co/AE6N03Odo8",1
@HelenBarbaraSmi @Alexand54900691 @allisonpearson I think you are wrong... yesterday 1 person died in the whole of… https://t.co/cgoKK6Qxef,1
"WHO COVID-19 Case List
USA 1,778,552 
Brazil 443,542 
Russia 387,623 
Spain 285,644 
UK         271,222 
Italy 232,… https://t.co/qstuAXoI0B",1
Don’t let what you can’t do prevent you from doing what you can! You are wired to win!#relentless #quarantine… https://t.co/8JnK3B7ijf,1
@Wally_Tharg @Kavvasakiman @Independent Hhmm I disagree - I'm in Midlands and so many people saying UK has worst fi… https://t.co/N6VRVDFKVr,1
Thanks Vitapro S.A. for inviting me to share my views on the impact of Covid 19 on the European shrimp market. I di… https://t.co/wXcBSePEHT,1
"@Gaudd @Top_Cat_1963 @Mark40206824 @SocialM85897394 I'm not agreeing or disagreeing with Italy and Spain's figures,… https://t.co/zUBjED9rnE",1
@virsanghvi 2. Science on covid is still being studied . In  Italy the virus from shoes was main spreader and we r… https://t.co/bBARyf740b,1
@Newzroom405 Can the Minister comment on the so called  information that Italy changed their COVID-19 Protocols ami… https://t.co/N0yZ6m0sOS,1
Why was Lombardy hit harder than Italy's other regions? https://t.co/AMcp6mLCSC,1
"@NevilleSquamous @MrPaulMurphyUK @MirrorBreaking_ Germany, I'm sure you know, has been helping out both France &amp; It… https://t.co/rV6JwywEju",1
"Given the rapid rise of COVID-19 in Brazil, we investigated the clinical and demographic heterogeneity of patients… https://t.co/ub8STJjayw",1
"@BardsFM @POTUS FAKE news instigators
FAKE police crisis actors
fake Covid
Italy:
https://t.co/tM2mokak5o

U.K.:… https://t.co/FV6XcLaFd2",1
@AbbyKorb oo thank you! these are really good suggestions and I didn’t even think about covid!! I’m thinking I’ll do Italy,1
We are going to overtake Germany France in covid nos by this weekend followed by Italy and Spain in the subsequent… https://t.co/NJ5PEZkHIl,1
"America in general, had a 2 week warning as Italy was overwhelmed by COVID-19 cases. We practiced American Exceptio… https://t.co/gMqpXJRBTB",1
Catholic Leader: The Pope Deserves More Credit for the Decline of COVID in Italy https://t.co/BSJ1Nuc0rb https://t.co/Rmf7lmVVJX,1
"Deaths from the COVID-19 epidemic in Italy climbed by 87 on Friday, against 70 the day before, the Civil Protection… https://t.co/cvyxLau4fl",1
@burbellylou What about somewhere in Italy or China that was significantly impacted economically because of Covid lockdowns?,1
"96.3% died from other things than covid-19
when italy first announced they had 25,000 deaths",1
@MarshyGamingTV @midlillarz @RVNO1R @4orehead1 @Toya4rmStatefrm @candicewilmore @MissMeganMilan Plus it's been alre… https://t.co/a1GK4W5Zd3,1
"@samtosane @LgFski @mrt88793077 @JodieMoss76 @realDonaldTrump World Population has 0 to do with it!!
There are coun… https://t.co/hXpBf78QI2",1
"@6sych7 @CNNPR @OmarJimenez There is NO WAY officers would participate in ""stunt""!
It's just like you MAGA nuts cla… https://t.co/TacrUtKXsv",1
"Why was Lombardy hit harder than Italy's other regions?

https://t.co/DVhrH11QuV",1
@AlShehri_MK I remember reading one of the studies done in Italy starting aspirin infusion for every positive Covid… https://t.co/BY6JjwbDw7,1
"🇬🇧Weekly report, update total cases Covid-19 #COVIDー19 #Italy #USA #coronavirus https://t.co/jM5EVPRwvk",1
"Italy recorded 516 new COVID-19 infections on Friday, bringing the total number of cases to 46,175, according to th… https://t.co/DcikLaqOMQ",1
Why was Lombardy hit harder than Italy's other regions? - The Guardian https://t.co/nJXxPymAJc,1
“Young doctors and medical students across Italy threw their white coats on the ground on Friday to call for educat… https://t.co/LrXzgXcaU1,1
@IslandSpirit83 @johnredwood I've heard from a couple of different sources that the flu vaccine played a part. In n… https://t.co/yMi6weWv1U,1
"“Even though Lombardy developed one of the most enviable healthcare systems in Italy, the strategy left private fir… https://t.co/2WLfTGfSTl",1
@idawhannadoyou Would never be surprised by anything the MSM did. Remember Anderson Cooper faking the flood waters?… https://t.co/ASm4nKbCfD,1
Very informative! It will be interesting to see how the opening of interregional travel on June 3rd will pan out...… https://t.co/NKkqnR0rBt,1
"If COVID-19's death in Italy fills your heart, why not feel for all the orchestrated deaths in junub? COVID-19 is t… https://t.co/VfX7N5SnhF",1
The Union Health Ministry has refused to share the amount of money spent on equipment purchase to handle the… https://t.co/LR4RUxJ5FY,1
"Italy and Spain have hospital trains on standby for any future Covid-19 outbreaks, after medical workers on France'… https://t.co/Pe28VRe3uz",1
In COVID-19 emergency it is extremly important for the democracy to have digital parliament using robust machine-co… https://t.co/tDLDLnuEPm,1
Italy Claims World’s First Covid-19 Vaccine... https://t.co/UtPNBC063K,1
"@JeffBannerman Dear Jeff
We left already
Extend for what so we can take the share of 27 other countries covid reces… https://t.co/AEBy9NAZOI",1
"Day 99 situation #coronavirus italy                     

232.248 cases (+516
                since yesterday)

33.… https://t.co/eWkTTLBzBU",1
"I made a video on a paradox related to COVID-19 fatality rates. Surprisingly, Italy had lower fatality rates than C… https://t.co/155oJHLNFZ",1
"Friday #Coronavirus update: Another 87 deaths in #Italy, but five regions report no new cases… https://t.co/Xz8JVxKo54",1
"[RANT] Until recently, many news organisations (including the Guardian) continued to claim or imply that Italy was… https://t.co/ZJ9C3FpNs9",1
"Why visit Italy with Coronavirus https://t.co/W8yuoIAn3L via @AnasaLuxury 
#travel #traveldestination #traveltips… https://t.co/99JJq4EuMB",1
"8,000 new cases A DAY in the UK. More than 10 times Germany's, more than 10 times Italy's. Yea, we're ""world-beatin… https://t.co/p21WlyN1RW",1
@JK25081 @GwynnethS @toryboypierce @tom71266902 @NicolaSturgeon @BorisJohnson Scotland v Italy 7th March. 6 nations… https://t.co/K9oW1HIz4r,1
Social distancing measures on board trains in Italy. #COVID19 #covid_19 #umbria #Coronavirus https://t.co/OlOU1XFSnm,1
@krishgm @Sir_David_King Scary UK watched whilst Spain and Italy locked down.  Now do seem to be rushing to come ou… https://t.co/phildGWso1,1
"#Covid_19 #Italy 
516 new cases
+ 87 dead 
+ 2.240 healed https://t.co/zbiFgrMzRc",1
Why was Lombardy hit harder than Italy's other regions? https://t.co/Tddcblx47c,1
"""When Italy Comes To Miami""
🇮🇹♥️🖤🇮🇹
Our ""Romantics"" were suppose to be gallivanting in Italy for their anniversary!… https://t.co/6NoPKBvpOP",1
Greece says it will start reopening its airports to tourists from 29 countries from 15 June. They include 16 EU cou… https://t.co/uJlgJVI1zc,1
@realdarkromance @HedgeyeComm Just like Covid in late Feb as Italy was melting down,1
The 124th @bostonmarathon which was postponed to September 14 stands cancelled and is going to be held virtually be… https://t.co/VQ4eaQm58E,1
Lombardy remains a Covid-19 hot spot with Italy set to open regional borders https://t.co/SgGKLbjrCY,1
"#Coronavirus by death toll in some countries: 
🇺🇸 US- 103,674
🇬🇧 UK - 38,161
🇮🇹 ITALY - 33,229
🇫🇷FRANCE - 28,662… https://t.co/dwaq1fv1lP",1
"@sharrond62 This is endemic in both the UK and USA. False cause of death on certificate .
Italy is revising records… https://t.co/pKsQ4BImkR",1
"…whew, and then we REALLY needed heed Italy’s warnings about COVID, so we found videos of black folks being murdere… https://t.co/crGxWwtEDF",1
"@CllrBSilvester But look at it from the other side.  Hospitals in Italy were infecting everyone there, even when no… https://t.co/V0Qft57toa",1
"I do wanna go Italy.. Even if we have not  only money but also enough time,no one is able to travel around the worl… https://t.co/78j6bzFOL7",1
The short-term need for good news means that the Prime Minister seems willing to risk a second wave - and like how… https://t.co/rnp5ndqZf4,1
Lombardy remains a Covid-19 hot spot with Italy set to open regional borders https://t.co/ympUjQdyNo,1
"Live now! Italy and US working together to overcome Covid World Crisis. Monoclonal antibodies, MSCs, exosomes, immu… https://t.co/Z76l11Nyhk",1
@regeringDK @Heunicke @DKsundhed We stuck in Italy while  our family is in Denmark. We would come back also to work… https://t.co/JPrnzrNylX,1
"UPDATE: New cases of #coronavirus #COVID19 #COVID_19 

Chile (+3695, tot. 90638)
India (+3558, tot. 172569)
US (+35… https://t.co/joS7FXIyA2",1
"Big news

#Italy has now claimed that they have finally got the first #covid19 vaccine.

If this is true then great… https://t.co/lX7LOEdQDi",1
"#KejriwalLiedPeopleDied free electricity, free water, free bus ride so Delhi people are getting free deaths now due… https://t.co/SMrEpzDO94",1
"@daniel_toloko @SebCochard_11 it's not a question of faults, simply put Italy didnt fit the Euro and vice versa. pl… https://t.co/JdiFrKtqFN",1
@oatila @fsharp_data_bot Brazil Italy Spain covid,1
"🇮🇹 Italy reports 516 new #COVID19 cases along with 87 new deaths

Totals stand at 232,248 cases, 33,229 deaths, and… https://t.co/SHYy2YUz4D",1
"I know people are speaking casually about lockdown but 2 things to remember :
1. Future Waves haven't hit yet
2. We… https://t.co/lZ7I5taWeP",1
COVID-19 Italy daily news; 87 deaths in last 24hrs bringing the toll to 33.229 and only 516 new cases registered in the last 24hrs,1
"Deaths from Italy's Covid-19 outbreak climb by 87 on Friday, against 70 the day before, as new cases fall to 516 fr… https://t.co/WLXZzTweor",1
Why was Lombardy hit harder than Italy's other regions? https://t.co/x3Hx0YssRS,1
Daily #Covid_19 deaths in the U.K. at the moment are the equivalent of a Jumbo Jet dropping out of the sky every 24… https://t.co/60ZFT31Des,1
@mmpadellan @HillaryClinton This chaos wouldn't be happening because we would all be dead w/Covid. She would have N… https://t.co/8oPh845rxZ,1
@JamessReality 'Italy numbers are wrong' is this guys answer to the incredible death rates this country has from CO… https://t.co/QaxiFwwfsm,1
Coronavirus: Mapping Covid-19 Confirmed Cases and Deaths Globally UK in top spot over taking spain italy and US https://t.co/Eoy2gk36di,1
@KeithEarth Why is it that Italy has relisted its covid related deaths by 88% and the media is not reporting it? We… https://t.co/7kmrApNl2R,1
"As the #COVID19 outbreak took hold in Italy, researchers working on a nuclear physics experiment called CUORE at an… https://t.co/qPLRxNRJZc",1
"Today (May 29th) the daily percentage growth of confirmed #COVID19 cases in Italy is 0.22%, from 231,732 to 232,248… https://t.co/lEx8PZ5qY7",1
Top ministers from #Italy and #Spain praise #EU's €750 billion stimulus package to stave off #Europe's worst econom… https://t.co/y6Uo1TdL8o,1
"Italy: 232,248 positive cases and 33,229 deaths https://t.co/pWoNEipsNb h/t tetano #coronavirus",1
"Armenia registers a new 1-day record of infections. As  situation deteriorates, per capita figures are now on par w… https://t.co/BdFFtmafXp",1
"Our June #FirstWeds will be a discussion with migrant-led organisations from four countries – France, Italy, Sloven… https://t.co/x5wbCoX46t",1
"Italy recorded 87 new #COVID-19 deaths on Friday, and 516 new cases (of which 354  in Lombardy). Pretty steady comp… https://t.co/KYPIy5WAAV",1
"@SchemppShawn @MattWolfAB 👆This guy is promoting a drug that has been deemed unsafe for Covid treatment by the FDA,… https://t.co/5YpZisl0od",1
"""We couldn’t believe how long the exhaustion lingered, how we were winded after every flight of stairs, how muddled… https://t.co/3wE8ROpIep",1
@Shiftposter @DenPies @GuidoFawkes Suggest you google care homes in Italy Spain and France. Another example France… https://t.co/HH4Te3IUge,1
"@SchemppShawn Yah, I’d say. Why would you be promoting a medication that the FDA, Health Canada, France, Italy, Bel… https://t.co/kcfHSTtrCb",1
What are the Various Guidances for COVID-19 ARF Management? From China to Italy https://t.co/wT7rg2i9BE,1
"Clever move. Hopefully Spain does the same. And France. And Italy. And the other covid-clear countries. 
I guess we… https://t.co/XUZd4TZYCd",1
"North v south debt divide, German courts vs ECB, Italy’s flirtation with China; is the EU now fracturing beyond rep… https://t.co/ZSn8Bpk0Tt",1
"Today is the International Day of @UN Peacekeepers! In a new article https://t.co/hBewdJH8PB , Maj. Stefano Parisi… https://t.co/HhZHgNr0eU",1
"UPDATE: Italy’s Emilia-Romagna against Sardinia’s proposal to introduce health passports - reports

#SputnikUpdates https://t.co/USfqYu1LF2",1
"@acnewsitics Per capita the US has fewer Covid-19 deaths than the UK, Italy, France, Spain, Belgium.",1
"How are governments in Italy, Ireland and the US handling the coronavirus situation, respectively? @nytdavidbrooks… https://t.co/CwWOSg6uSB",1
@Its_l0gical @RadRuminator You're mixing data sets. Mortality claim based on excess deaths and uses our current fig… https://t.co/1g1xGmMGry,1
"Spain, Italy, and the UK are all officially starting their top soccer/football leagues in mid-June. Belgium, Nether… https://t.co/GFmved5wU3",1
Editorial: Geriatric medicine in Italy in the time of COVID-19. https://t.co/COwOhuANRG,1
Head of COVID 19 affairs gingering the surviving viruses to take back Italy. https://t.co/RC6hxYfequ https://t.co/4882UyvOE2,1
"‘We have real peace in Christ’: COVID-19 hope from Italy, Spain, China and Iran - Open Doors USA - Open Doors USA https://t.co/d7h8IGIq1L",1
"@DailyNewsEgypt #Egypt is going around to claim covid-19 credits for the donations to Italy #GERD builder, #USA… https://t.co/ER4waxThx7",1
"According to data collected by JUSTICIA European Rights Network and @fairtrials  France, Italy and Spain alone have… https://t.co/1JpyaPopRe",1
"Name : CORONA 
SURName : virus 
NickName : Covid 
Age : 19
Mother : China 🇨🇳
Current 
Boyfriend : Amrica 🇺🇸
Ex : It… https://t.co/cnO7neiIGJ",1
"@TeaPainUSA Covid deaths numbers reflect state of spread 3-4 weeks ago. Italy, Spain, Uk have fatality rates abt 10… https://t.co/f5gPtgiRu2",1
Why was Lombardy hit harder than Italy's other regions? https://t.co/OgWjWLLOpd,1
Is it me or can Billy Joel do a whole new song of ‘We Didn’t Start The Fire’ in the last 3 months &amp; just another ve… https://t.co/Wv3feqhfDa,1
@tascitus @verge And Italy’s study of Covid is that it IS NOT a virus but a bactetia!  The WHO said  no autopsies.… https://t.co/78ZIkJEN3M,1
"@addicted2newz Well, my partner in Italy says they don't believe their Govts figures. It seems they are under repor… https://t.co/Z1DQfO4fkw",1
Protected: POST-COVID DESIGN TRENDS #4 The Future is Circular / Full https://t.co/C0ZOPwZ8Pz #italy #italiandesign #design,1
Why was #Lombardy (aka #Lombardia) hit harder than #Italy's other regions? by @AngelaGiuffrida #covid19 #milano… https://t.co/YFh3MhI4h6,1
"France New Lockdown phase

UK Eases Lockdown
Medical staff Demos at Paris hospital
French Nurses &amp; Doctors demand b… https://t.co/G7Tlpjd3qE",1
Media sources keep saying #Italy (60M) has worst death toll but really it is #Spain (47M) - per million of populati… https://t.co/LISGhcCc0g,1
@allisonpearson My mates nan died from a stroke and was recorded as covid! I don’t believe for one moment that the… https://t.co/xWVmoozKiL,1
"@JitendraP08 @thewire_in @RahulGandhi @AjoyAshirwad Definetly for me it is, the adjective used for him does not sui… https://t.co/3NR768NkJR",1
Last comment: Italy was at one point the hardest hit from covid. I didn’t see a single unblurred photo of their suf… https://t.co/TYQzAb0fjm,1
"@nicolejoecool when I compare it to the US, I think they did a much better job, at least with enforcing lockdown. B… https://t.co/u54RPA9bgn",1
"@yryna26 @acnewsitics Its ok, you're in Italy. Everyone dies of Covid plandemic there so you'll be fine.",1
"After #UP and #Gujarat, #PPE kit purchases from #Himachal were now rigged. This is utter dishonesty with country an… https://t.co/8io6ULLjwa",1
"""Writers work even while they’re not actively typing. I mull over 'Daevil’s Tears' in the shower, in the garden, wh… https://t.co/9Mb9GobR8z",1
Why was Lombardy hit harder than Italy's other regions? https://t.co/zm32L0qXNv,1
"@STcapGains @AlexBerenson Maybe, but NY and Italy mixed covid patients with those who were most at-risk. It doesn't… https://t.co/VGrjVRZ0OK",1
would be funny if Minneapolis ends up having Italy-tier covid rates,1
"Well, that explains a lot. Apparently Italy wasn't testing any hospitalized patients for coronavirus at all unless… https://t.co/leCyGnQMRM",1
"UPDATE: Italy's GDP falls by 5.4% year-on-year in Q1 2020 due to COVID-19 pandemic - statistics

#SputnikUpdates https://t.co/USfqYu1LF2",1
On a level when covid 19 hit Italy really bad... and people stopped buying Peroni because it was Italian do you thi… https://t.co/66vRpPAnFh,1
"@currany16 @HK_PartofChina @iArvindKushwaha @real_defender @realDonaldTrump Sorry man but i am from Italy, in my re… https://t.co/ZtD03EMXfw",1
"@uttzey If you take the average percentage death rate of France, UK, Spain and Italy, none of whom effectively batt… https://t.co/NlV0ixiWTa",1
"@AmyRemeikis ITALY! Wait, we are tweeting where we want to go on our first post covid-19 holiday aren’t we?",1
@SBMPediatrics In Italy &amp; UK they saw more KD as well; enough to label those cases KD temporarily associated with C… https://t.co/Z6f9KwGO5g,1
"CV-19 Autopsies Show Blood Clots: A ‘Bacterial, Not Viral Disease’ |

Doctors in #Italy, #Germany and #India who au… https://t.co/Hr8bvx3wk1",1
"Castel Volturno, Italy. April 11, 2020. Castel Volturno new cemetery, Operators of a funeral home service lead the… https://t.co/Ucfyc30qxe",1
"@moomkje @NorberFerreyros @MLevitt_NP2013 Yes, your first charts confirms the first regional lockdowns were already… https://t.co/IMteMett6F",1
"COVID, Life, Works in Progress, Italy, And Everything In Between https://t.co/bePRxvVte5 via @khajj",1
If it wasn’t for COVID right now I would be in Italy starting my new job. Silver lining is that I got to stay longe… https://t.co/cgbM2rknJJ,1
UK covid-19 deaths are now over 27% higher than the average for France/Spain/Italy - and that's leaving aside Germa… https://t.co/SBMKxVH9kf,1
Why was Lombardy hit harder than Italy's other regions? https://t.co/YnpbAyDxLL,1
"@JoeBiden Here are some up to date Covid survival  rates...

99.94.% 🇪🇸 Spain
99.94% 🇬🇧 UK
99.95% 🇮🇹 Italy
99.96%… https://t.co/7QxHDOoHzt",1
"@kyranmind13 @Mandoline_Blue Understandable, given that Italy was hit SO hard by Covid-19.",1
"Our Erika Danti provides an Immigration update for Italy
https://t.co/0YBReUiwNk",1
Why was Lombardy hit harder than Italy's other regions? https://t.co/8geVWqrcU1  #Italy,1
@Laurie_Garrett @MackayIM The good news is there are lots of patients who recovered coming up on 6 months in China… https://t.co/EB29X7DVbW,1
Stay safe at home  #stysfewitpaathutuponga #corona #covid_19 #italy #china #iran #america #india #paathutuponga… https://t.co/wgUvMzUDBO,1
"@citizentvkenya O, hooo"" many tycoons with title have died COVID-19 😷😷 Italy'USA ' people who owned tall buildings,… https://t.co/NNeomS0THG",1
@BorisJohnson we watched in horror as Italy went through the first and what we thought was the worst European covid… https://t.co/9Sr9zxTNkg,1
"Italian doctor: why Italy has burned covid dead? Post mortem exams are vital. Germany MUST run autopsies, Italy and… https://t.co/10HhyJvtA1",1
"Fuckunicorn ransomware targets Italy in COVID-19 luresSecurity Affairs

#Ransomware #CyberSecurity #InfoSec #Hacker… https://t.co/PvY8lizAXm",1
Lessons learned about Open Access and Open Science from the COVID-19 outbreak in Italy. https://t.co/vk06lMY8TH https://t.co/xlivF8q3ZF,1
"Soo, In Italy they did an autopsy on a COVID victim &amp; found blood veins were dilated..Doctors were told by WHO not… https://t.co/S1Lxch25aK",1
"The U.S including the UK, Italy, Chile, Germany &amp; California, have expressed interest in so-called “immunity passpo… https://t.co/w9wxVy9mjY",1
We were stunned by poor response when travelling from n Italy in mid Feb. Temp checked arriving in Italy &amp; nothing… https://t.co/0Kzk42FcOg,1
"@Mangan150 Here is what I wonder about:  I have light skin, but if I go out a lot I get very dark skin.  I am of It… https://t.co/0gxXWnLJIL",1
Rad...Tourism...Chernobyl...Exclusion...Zone...Open...Ukraine...Ease...COVID-19...Lockdown...tourist...Russia...Liv… https://t.co/VCMu2E6Dta,1
@jonallendc @SRuhle @MCappetta Private jet travelers spread the Covid first from the engagement party for a royal p… https://t.co/55oI1x7WXc,1
Lessons learned about Open Access and Open Science from the COVID-19 outbreak in Italy.  A reflection of @rox_more'… https://t.co/ZixaaOLxEK,1
@DaleEArnold you need to do some research please.   https://t.co/0uJipLgqfz,1
"https://t.co/K4KamSzMlo
Hospitals running out of space
Italy ka sunte the ke doctors decide who gets treated and wh… https://t.co/a0IOotBPTF",1
"So, after losing Virus panic war, narative had to change.
Percentages of doctors prescribing the HCQ plus azithromy… https://t.co/2hOQ58Sogi",1
@hell_raisin_ Yes because this whole COVID thing is all because of Trump.... every single country has COVID and its… https://t.co/2kAy6cptPi,1
"US - C:1722419 R:399991 D:101622
Brazil - C:438238 R:177604 D:26754
Russia - C:387623 R:159257 D:4374
United Kingdo… https://t.co/UAY1wvxtVm",1
200k euro per year to write tweets like this.  NL has as much Covid deaths per capita than Italy.  So why should we… https://t.co/wdgUGM8aMr,1
More new #COVID-19 infections in Germany than in Italy! These are not good news! See my most recent simulation:… https://t.co/TS0PY9NU4q,1
"According to @istsupsan, only 78 of 31.7k COVID deaths in Italy are under the age of 40 (0.25%). The latest @CDCgov… https://t.co/ptqx6AQenh",1
"Why was Lombardy hit harder than Italy's other regions?

https://t.co/TtX0r5FGa4",1
The only difference between UK and NZ covid response is New Zealand closed its borders and made ALL arrivals do 14… https://t.co/Kpp5lkSeFk,1
@TomFitton Italy did autopsies on Covid victims and says it is not a virus. They said it is bacterial and all you n… https://t.co/wencz5jc5q,1
An example of local politicians in the South of Italy taking the threat of COVID to their community very seriously… https://t.co/Em7nn69Iyd,1
"@gregkozakiewicz Hi @gregkozakiewicz  thank you for the carefulness. 
Physically i'm fine but from the working poin… https://t.co/DxWm19PaMB",1
Why was Lombardy hit harder than Italy's other regions?  https://t.co/fxK8EuyCKU,1
"874 new #Coronavirus positive cases reported in the state today, taking the total positive patients in the state to… https://t.co/NSqCBLiot6",1
"The number of cases of #Covid_19 per day in the US, UK, Italy, Sweden, Ireland and New Zealand on a semi-log scale… https://t.co/r6bMPWJDjh",1
"While Turkey prepares to lift majority of restrictions against Covid-19 as of June 1, the country remains in top-5… https://t.co/1WyNZ4ItdP",1
"UPDATE: Italy might face up to 1mln job cuts due to COVID-19 pandemic

#SputnikUpdates https://t.co/USfqYujmwA",1
"All 4 new Covid-19 deaths reported today were from Mombasa.

As a result of low testing, the outbreak of the diseas… https://t.co/BLuXO653TI",1
"Today’s topic, we read on Facebook that Italy says COVID is a bacteria so why are we wearing masks?",1
"@JProskowGlobal @davidakin More TDS? 

What about the riots following the police shooting of an unarmed Australian… https://t.co/OeBKgKFlQb",1
